stimuli_1,block1_resp.keys,correct_resp1,block1_resp.corr,block1_resp.rt,stimuli_2,block2_resp.keys,correct_resp2,block2_resp.corr,block2_resp.rt,stimuli_4,correct_resp4,block4_resp.keys,block4_resp.corr,block4_resp.rt,stimuli_5_reversed,block5_resp.keys,correct_resp5,block5_resp.corr,block5_resp.rt
L_m.bmp,None,None,1.0,,L_l.bmp,None,None,1.0,,L_m.bmp,None,None,1.0,,L_t.bmp,None,n,0,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_g.bmp,n,None,0,0.0777408999856561
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5990871000103652,,,,,,L_b.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_t.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_v.bmp,n,None,0.0,0.0349681000225245,,,,,,L_r.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_d.bmp,n,None,0,0.2901593999704346
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_r.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_w.bmp,n,None,0,0.0441707998979836
,,,,,L_v.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_f.bmp,n,None,0,0.1614067999180406
,,,,,L_n.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_c.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_p.bmp,None,None,1.0,,,,,,,L_d.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_s.bmp,None,None,1,
,,,,,L_p.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5958455000072718,,,,,,L_m.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_b.bmp,n,None,0,0.1043341000331565
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_d.bmp,None,None,1,
,,,,,L_h.bmp,n,None,0.0,0.2098135000560432,,,,,,L_j.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_d.bmp,n,None,0,0.2750503999413922
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.5568818000610918,,,,,,L_v.bmp,None,None,1,
,,,,,L_v.bmp,None,None,1.0,,,,,,,L_s.bmp,None,None,1,
,,,,,L_l.bmp,None,None,1.0,,,,,,,L_h.bmp,None,None,1,
,,,,,L_s.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_k.bmp,None,None,1.0,,,,,,,L_r.bmp,n,n,1,0.6683313999092206
,,,,,L_c.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_n.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_h.bmp,None,None,1.0,,,,,,,L_v.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_p.bmp,None,None,1,
,,,,,L_l.bmp,None,None,1.0,,,,,,,L_n.bmp,None,None,1,
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_n.bmp,None,None,1.0,,,,,,,L_c.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_v.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_s.bmp,None,n,0.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_v.bmp,n,None,0.0,0.0637828999897465,,,,,,L_r.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_g.bmp,None,None,1,
,,,,,L_s.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_v.bmp,None,None,1.0,,,,,,,L_g.bmp,n,None,0,0.1334276999114081
,,,,,L_c.bmp,None,None,1.0,,,,,,,L_b.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_k.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_h.bmp,n,None,0,0.0804156999802216
,,,,,L_r.bmp,n,n,1.0,0.6150104999542236,,,,,,L_j.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_n.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_d.bmp,None,None,1,
,,,,,L_l.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_b.bmp,None,None,1,
,,,,,L_h.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_j.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_h.bmp,None,None,1.0,,,,,,,L_t.bmp,None,n,0,
,,,,,L_s.bmp,n,n,1.0,0.6941516000078991,,,,,,L_b.bmp,n,None,0,0.6899251999566332
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_v.bmp,None,None,1.0,,,,,,,L_j.bmp,None,None,1,
,,,,,L_h.bmp,None,None,1.0,,,,,,,L_b.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_q.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_k.bmp,None,None,1.0,,,,,,,L_v.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_s.bmp,None,n,0,
,,,,,L_s.bmp,None,None,1.0,,,,,,,L_d.bmp,n,None,0,0.1238391000078991
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_n.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_r.bmp,n,n,1,0.6733606999041513
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_r.bmp,None,None,1,
,,,,,L_p.bmp,None,None,1.0,,,,,,,L_k.bmp,None,None,1,
,,,,,L_k.bmp,None,None,1.0,,,,,,,L_j.bmp,None,None,1,
,,,,,L_f.bmp,None,None,1.0,,,,,,,L_r.bmp,None,None,1,
,,,,,L_w.bmp,None,None,1.0,,,,,,,L_h.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_r.bmp,None,n,0.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_p.bmp,n,None,0.0,0.0051791999721899,,,,,,L_g.bmp,None,None,1,
,,,,,L_d.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_s.bmp,n,n,1.0,0.6337251999648288,,,,,,L_h.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_q.bmp,None,None,1.0,,,,,,,L_l.bmp,None,None,1,
,,,,,L_k.bmp,None,None,1.0,,,,,,,L_g.bmp,None,None,1,
,,,,,L_b.bmp,None,None,1.0,,,,,,,L_m.bmp,None,None,1,
,,,,,L_s.bmp,None,None,1.0,,,,,,,L_f.bmp,None,None,1,
,,,,,L_m.bmp,None,None,1.0,,,,,,,L_t.bmp,n,n,1,0.6610306999646127
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_w.bmp,None,None,1,
,,,,,L_r.bmp,n,n,1.0,0.6541654999600723,,,,,,L_k.bmp,None,None,1,
,,,,,L_g.bmp,None,None,1.0,,,,,,,L_j.bmp,None,None,1,
,,,,,L_j.bmp,None,None,1.0,,,,,,,L_c.bmp,None,None,1,
,,,,,L_l.bmp,None,None,1.0,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_l.bmp,n,None,0,0.0330435999203473
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,n,n,1,0.6623896999517456
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,n,n,1,0.6228531999513507
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.1521395000163465
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,n,n,1,0.6880367998965085
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_k.bmp,n,None,0,0.1615006000502035
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_f.bmp,n,None,0,0.0412501000100746
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.3870869999518618
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,n,n,1,0.6499166999710724
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.1343452000292018
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,n,0,
,,,,,,,,,,,,,,,L_l.bmp,n,None,0,0.0460425999481231
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_q.bmp,n,None,0,0.0229777001077309
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,n,n,1,0.683610999956727
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.6315012999111786
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_j.bmp,n,None,0,0.1939163999632001
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_f.bmp,n,None,0,0.0532501999987289
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,n,0,
,,,,,,,,,,,,,,,L_k.bmp,n,None,0,0.1170515998965129
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.1338164000771939
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,n,0,
,,,,,,,,,,,,,,,L_c.bmp,n,None,0,0.2316465999465435
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_g.bmp,n,None,0,0.1032286999979987
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,n,0,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_m.bmp,n,None,0,0.2294936999678611
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_f.bmp,n,None,0,0.0772266999119892
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.0195626000640913
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_d.bmp,n,None,0,0.110181999974884
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,n,0,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_p.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,None,n,0,
,,,,,,,,,,,,,,,L_h.bmp,n,None,0,0.0605483999243006
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_b.bmp,n,None,0,0.2531189000001177
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_b.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_q.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
,,,,,,,,,,,,,,,L_s.bmp,n,n,1,0.596790699986741
,,,,,,,,,,,,,,,L_d.bmp,None,None,1,
,,,,,,,,,,,,,,,L_n.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,n,n,1,0.7166455000406131
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_r.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,n,None,0,0.0203410999383777
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_h.bmp,None,None,1,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_l.bmp,None,None,1,
,,,,,,,,,,,,,,,L_g.bmp,None,None,1,
,,,,,,,,,,,,,,,L_m.bmp,None,None,1,
,,,,,,,,,,,,,,,L_f.bmp,None,None,1,
,,,,,,,,,,,,,,,L_t.bmp,None,n,0,
,,,,,,,,,,,,,,,L_w.bmp,None,None,1,
,,,,,,,,,,,,,,,L_k.bmp,None,None,1,
,,,,,,,,,,,,,,,L_j.bmp,None,None,1,
,,,,,,,,,,,,,,,L_c.bmp,None,None,1,
,,,,,,,,,,,,,,,L_v.bmp,None,None,1,
